MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandSlope,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,TotalSF,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,OverallQual_1,OverallQual_2,OverallQual_3,OverallQual_4,OverallQual_5,OverallQual_6,OverallQual_7,OverallQual_8,OverallQual_9,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
9,4.290459441148391,9.271717651651086,1,1,0,0,2,1917,1950,0.0,3,4,2,0,3,6,0.0,6,0.0,6.536691597591305,689.0,2,0,6.587550014824796,6.214608098422191,0.0,7.110696122978827,0.0,0.0,1,1,3,0.6931471805599453,3,6,4,0,3,1917.0,3,1.0,180.0,1,1,0,0.0,0.0,5.517452896464707,0.0,0.0,0.0,3,4,0.0,0,4,7.5569505720129,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,4.110873864173311,9.200391041122515,1,1,3,0,3,1915,1950,0.0,1,1,4,4,3,5,6.934397209928558,6,0.0,5.231108616854587,1212.0,4,0,7.10085190894405,5.198497031265826,0.0,7.239214973779806,1.0,0.0,1,0,3,0.6931471805599453,3,6,6,0,3,0.0,1,0.0,0.0,3,3,0,0.0,0.0,5.1298987149230735,0.0,0.0,0.0,3,4,0.0,4,4,7.865187954187467,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9,4.189654742026425,8.699848026000312,1,1,0,1,4,1940,1950,0.0,3,4,1,4,3,3,5.910796644040527,6,0.0,5.4510384535657,600.0,0,0,6.398594934535208,5.768320995793772,0.0,6.824373670043086,0.0,0.0,1,0,3,0.6931471805599453,3,5,6,0,3,1940.0,3,1.0,231.0,5,5,2,0.0,0.0,3.828641396489095,0.0,0.0,0.0,3,2,0.0,5,4,7.326465613840322,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
11,4.110873864173311,8.771835409789817,1,1,0,0,0,1907,1950,0.0,3,4,4,4,3,5,4.30406509320417,6,0.0,6.453624998892692,707.0,4,0,6.849066282633458,6.849066282633458,0.0,7.541683099882111,0.0,0.0,1,1,4,0.6931471805599453,3,7,6,0,3,0.0,1,0.0,0.0,3,3,0,0.0,0.0,5.480638923341991,0.0,0.0,0.0,3,4,0.0,5,4,7.860185057472165,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4,4.110873864173311,8.707648248106914,1,1,3,0,6,1910,1950,0.0,3,2,4,4,2,3,6.602587892189336,6,0.0,4.795790545596741,856.0,2,1,6.842683282238422,6.61338421837956,0.0,7.427144133408616,1.0,0.0,2,0,2,1.0986122886681098,3,7,6,1,2,1910.0,3,2.0,450.0,5,1,1,4.04305126783455,4.976733742420574,0.0,0.0,0.0,0.0,3,4,0.0,8,4,7.838737559599282,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,4.290459441148391,9.28489110324048,1,1,3,0,2,1967,1967,4.290459441148391,1,1,4,4,3,0,6.558197802812269,6,0.0,7.029087564149662,1832.0,4,0,7.513709247839705,0.0,0.0,7.513709247839705,2.0,0.0,2,0,4,1.0986122886681098,3,8,6,0,3,0.0,1,0.0,0.0,3,3,2,0.0,4.07753744390572,0.0,0.0,0.0,0.0,3,4,0.0,7,4,8.206583614320753,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,4.189654742026425,8.962007209588313,1,1,3,0,6,1966,2008,3.871201010907891,3,4,4,4,2,1,5.484796933490655,5,6.163314804034641,5.017279836814924,864.0,0,1,6.794586580876499,0.0,0.0,6.794586580876499,1.0,0.0,1,0,3,0.6931471805599453,2,5,6,0,3,1966.0,3,1.0,416.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,8,4,7.471363088187097,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,4.189654742026425,8.96610085736724,1,1,3,0,4,1968,1968,0.0,3,4,4,4,3,2,6.654152520183219,6,0.0,4.499809670330265,864.0,0,1,6.762729506931879,0.0,0.0,6.762729506931879,1.0,0.0,1,0,2,0.6931471805599453,3,4,6,0,3,1969.0,3,1.0,280.0,5,5,2,5.424950017481403,0.0,0.0,0.0,0.0,0.0,3,4,0.0,7,4,7.455298485683291,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
15,4.290459441148391,8.9126079636709,1,1,0,0,4,1978,1978,0.0,3,4,2,4,0,2,7.1853870155804165,6,0.0,0.0,1319.0,4,1,7.2254814727822945,0.0,0.0,7.2254814727822945,1.0,0.0,1,0,3,0.6931471805599453,3,5,6,2,5,1978.0,0,2.0,591.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,7,4,7.898411092811599,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10,4.465908118654584,9.326165937481774,1,1,3,0,4,1968,1968,0.0,3,2,4,1,3,5,5.5909869805108565,0,6.118097198041348,0.0,720.0,0,1,6.580639137284949,6.580639137284949,0.0,7.273092595999522,0.0,0.0,1,1,4,0.6931471805599453,3,7,6,2,5,1968.0,3,2.0,480.0,5,5,2,5.262690188904886,3.6635616461296463,0.0,0.0,0.0,0.0,3,2,0.0,5,4,7.6783263565068856,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,4.400603020246817,9.9066326016802,1,1,0,1,6,1977,2001,0.0,2,2,2,4,1,0,6.996681488176539,6,0.0,5.796057750765372,1420.0,2,1,7.302496423727326,0.0,0.0,7.302496423727326,1.0,0.0,1,1,1,0.6931471805599453,3,4,6,2,5,1977.0,2,2.0,690.0,5,5,2,6.208590026096629,0.0,0.0,0.0,0.0,0.0,3,4,0.0,6,4,7.973844375944687,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6,4.553876891600541,9.133459327640225,1,1,3,0,3,1927,1950,0.0,3,4,1,4,3,6,0.0,6,0.0,6.493753839851686,660.0,4,0,6.6293632534374485,0.0,0.0,6.6293632534374485,0.0,0.0,1,0,2,0.6931471805599453,3,4,6,0,3,1945.0,3,2.0,440.0,5,5,0,4.394449154672439,0.0,0.0,0.0,0.0,0.0,3,4,0.0,8,4,7.256297239690681,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10,4.400603020246817,9.745839095947058,1,1,0,1,4,1978,1992,5.666426688112432,3,4,2,4,0,0,6.872128101338986,6,0.0,5.0369526024136295,1117.0,0,1,7.0192966537150445,6.762729506931879,0.0,7.591861714889934,1.0,0.0,2,1,4,0.6931471805599453,2,8,6,1,5,1978.0,0,2.0,522.0,5,5,2,5.820082930352362,4.653960350157523,0.0,0.0,0.0,0.0,3,4,0.0,7,4,8.038834757787749,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9,4.8283137373023015,9.83097062169695,1,1,3,0,3,1938,1990,0.0,3,4,4,4,2,1,5.666426688112432,3,6.529418838262226,0.0,972.0,4,1,6.959398512133975,6.326149473155099,0.0,7.384610383176974,0.0,0.6931471805599453,2,0,4,0.6931471805599453,1,8,6,1,2,1938.0,2,1.0,480.0,5,5,2,0.0,0.0,4.110873864173311,0.0,0.0,0.0,3,4,6.111467339502679,8,4,7.8567067930958405,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,4.189654742026425,9.348361669873558,1,1,3,0,6,1950,1987,0.0,3,4,4,4,3,2,4.653960350157523,5,5.961005339623274,5.153291594497779,663.0,0,1,6.980075940561763,0.0,0.0,6.980075940561763,1.0,0.0,1,0,3,0.6931471805599453,2,6,6,1,5,1987.0,3,1.0,467.0,5,5,2,0.0,3.970291913552122,3.970291913552122,0.0,0.0,0.0,3,2,0.0,8,4,7.460490305825338,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9,3.9318256327243257,9.143238568435446,1,1,3,0,5,1947,1979,0.0,3,4,4,0,3,3,5.262690188904886,6,0.0,6.336825731146441,756.0,0,1,7.064759027791802,0.0,5.8944028342648505,7.3343293503005365,0.0,0.0,1,0,3,0.6931471805599453,3,8,6,1,5,1947.0,3,1.0,209.0,1,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.0,8,4,7.563200592358071,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,4.330733340286331,9.161780181360806,1,1,3,0,6,1954,1998,0.0,3,4,4,4,0,1,6.86171134048073,6,0.0,5.389071729816501,1172.0,4,1,7.067319848653476,0.0,0.0,7.067319848653476,1.0,0.0,1,0,3,0.6931471805599453,3,5,6,0,3,1954.0,0,1.0,366.0,5,5,2,5.484796933490655,0.0,0.0,0.0,0.0,0.0,3,4,0.0,8,4,7.76004068088038,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,3.8066624897703196,9.769155839740836,1,1,1,0,4,2009,2010,4.574710978503383,2,4,2,4,1,2,7.205635176410364,6,0.0,5.093750200806762,1508.0,0,1,7.319202458767849,0.0,0.0,7.319202458767849,1.0,0.0,1,0,1,0.6931471805599453,2,5,6,2,5,2009.0,2,2.0,572.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,0,4,8.012018239159062,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5,4.182050142641207,9.32375833901174,1,1,0,0,2,1964,1964,0.0,3,1,4,4,2,6,0.0,6,0.0,7.1316985104669115,1250.0,0,1,7.1693500166706,0.0,0.0,7.1693500166706,0.0,0.0,2,0,3,0.6931471805599453,3,5,6,0,3,1964.0,3,2.0,504.0,5,1,0,0.0,4.976733742420574,0.0,0.0,0.0,0.0,3,4,0.0,8,4,7.8434564043761155,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,4.430816798843313,9.3910773406399,1,1,3,1,4,1987,1987,5.181783550292085,2,4,2,4,1,2,7.2682230211595655,6,0.0,0.0,1433.0,0,1,7.2682230211595655,0.0,0.0,7.2682230211595655,1.0,0.0,1,1,1,0.6931471805599453,2,4,6,2,5,1987.0,2,2.0,528.0,2,2,2,0.0,5.631211781821365,0.0,0.0,5.58724865840025,0.0,3,2,0.0,8,4,7.96102146588337,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10,4.477336814478207,9.422382530219219,1,1,0,0,6,1993,1993,4.454347296253507,2,2,2,4,3,2,6.7580945044277305,6,0.0,4.465908118654584,946.0,0,1,6.872128101338986,6.732210706467206,0.0,7.497207223203318,0.0,0.6931471805599453,2,1,3,0.6931471805599453,2,8,6,1,2,2000.0,2,4.0,1017.0,5,5,2,6.111467339502679,4.532599493153256,0.0,0.0,0.0,0.0,3,4,0.0,7,4,7.918992488165245,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
